address,attributes.AcceptsInsurance,attributes.AgesAllowed,attributes.Alcohol,attributes.Ambience.casual,attributes.Ambience.classy,attributes.Ambience.divey,attributes.Ambience.hipster,attributes.Ambience.intimate,attributes.Ambience.romantic,attributes.Ambience.touristy,attributes.Ambience.trendy,attributes.Ambience.upscale,attributes.BestNights.friday,attributes.BestNights.monday,attributes.BestNights.saturday,attributes.BestNights.sunday,attributes.BestNights.thursday,attributes.BestNights.tuesday,attributes.BestNights.wednesday,attributes.BikeParking,attributes.BusinessAcceptsBitcoin,attributes.BusinessAcceptsCreditCards,attributes.BusinessParking.garage,attributes.BusinessParking.lot,attributes.BusinessParking.street,attributes.BusinessParking.valet,attributes.BusinessParking.validated,attributes.ByAppointmentOnly,attributes.BYOB,attributes.BYOBCorkage,attributes.Caters,attributes.CoatCheck,attributes.Corkage,attributes.DietaryRestrictions.dairy-free,attributes.DietaryRestrictions.gluten-free,attributes.DietaryRestrictions.halal,attributes.DietaryRestrictions.kosher,attributes.DietaryRestrictions.soy-free,attributes.DietaryRestrictions.vegan,attributes.DietaryRestrictions.vegetarian,attributes.DogsAllowed,attributes.DriveThru,attributes.GoodForDancing,attributes.GoodForKids,attributes.GoodForMeal.breakfast,attributes.GoodForMeal.brunch,attributes.GoodForMeal.dessert,attributes.GoodForMeal.dinner,attributes.GoodForMeal.latenight,attributes.GoodForMeal.lunch,attributes.HairSpecializesIn.africanamerican,attributes.HairSpecializesIn.asian,attributes.HairSpecializesIn.coloring,attributes.HairSpecializesIn.curly,attributes.HairSpecializesIn.extensions,attributes.HairSpecializesIn.kids,attributes.HairSpecializesIn.perms,attributes.HairSpecializesIn.straightperms,attributes.HappyHour,attributes.HasTV,attributes.Music.background_music,attributes.Music.dj,attributes.Music.jukebox,attributes.Music.karaoke,attributes.Music.live,attributes.Music.no_music,attributes.Music.video,attributes.NoiseLevel,attributes.Open24Hours,attributes.OutdoorSeating,attributes.RestaurantsAttire,attributes.RestaurantsCounterService,attributes.RestaurantsDelivery,attributes.RestaurantsGoodForGroups,attributes.RestaurantsPriceRange2,attributes.RestaurantsReservations,attributes.RestaurantsTableService,attributes.RestaurantsTakeOut,attributes.Smoking,attributes.WheelchairAccessible,attributes.WiFi,business_id,categories,city,hours.Friday,hours.Monday,hours.Saturday,hours.Sunday,hours.Thursday,hours.Tuesday,hours.Wednesday,is_open,latitude,longitude,name,neighborhood,postal_code,review_count,stars,state
2019 E Carson St,,,full_bar,,,,,,,,,,,,,,,,,,,True,False,False,True,False,False,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,True,casual,,False,True,2.0,True,True,,,True,,Jk9rocVjl9UTK7uArNBgrA,"Restaurants, American (Traditional)",Pittsburgh,11:0-0:0,11:0-23:0,11:0-0:0,16:0-22:0,11:0-23:0,11:0-23:0,11:0-23:0,0,40.428796,-79.976795,City Grill,South Side,15203,9,3.5,PA
1060 Morewood Ave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74O-ZufCco3hBcMQc3Vf8Q,"Chinese, Noodles, Restaurants",Pittsburgh,11:0-19:30,11:0-19:30,11:0-19:30,,11:0-19:30,11:0-19:30,11:0-19:30,1,40.4454231,-79.9431145,iNoodle,Squirrel Hill,15213,3,2.0,PA
410 1st Ave,,,none,True,False,False,False,False,False,False,False,False,,,,,,,,True,,True,False,False,False,False,False,,,,True,,,,,,,,,,,,,True,False,False,False,False,False,True,,,,,,,,,,False,,,,,,,,quiet,,False,casual,,True,True,2.0,True,True,True,,,no,ajYmOIDZUd2SZjuju3lXzw,"Thai, Restaurants",Pittsburgh,16:0-20:0,16:0-20:0,16:0-20:0,,16:0-20:0,16:0-20:0,16:0-20:0,1,40.436964,-80.000187,Siam Thai Restaurant,Downtown,15219,34,3.5,PA
4400 Forbes Ave,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,False,,True,False,False,False,False,False,False,,,,,,,,,,False,,,,,,,,,,False,casual,,False,True,1.0,False,,True,,,free,lvZOJWiwNymeBhOAgoy11w,"American (Traditional), Fast Food, Cafes, Restaurants",Pittsburgh,10:0-16:0,10:0-16:0,10:0-16:0,12:0-16:0,10:0-16:0,,10:0-16:0,1,40.4432988,-79.9500527,Fossil Fuels Café,Oakland,15213,3,3.5,PA
4605 Butler St,,,none,True,False,False,False,False,False,False,False,False,,,,,,,,True,,True,False,False,True,False,False,False,,,True,,,,,,,,,,,,,True,True,False,True,False,False,False,,,,,,,,,,False,,,,,,,,average,,True,casual,,False,False,1.0,False,False,True,,True,free,oS96aJIHFWcFAlGHKKXjaw,"Food, Restaurants, Bakeries, French",Pittsburgh,7:30-16:30,7:30-16:30,9:0-14:30,9:0-14:30,7:30-16:30,7:30-16:30,7:30-16:30,1,40.4730974,-79.9588647,La Gourmandine Bakery & Pastry Shop,Lawrenceville,15201,383,4.5,PA
14 Wabash Ave,,,none,,,,,,,,,,,,,,,,,True,,True,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,True,,,,,,,,,,False,casual,,True,True,1.0,False,,True,,,no,VN8mtUnFhroAbdUx2j20Rg,"Restaurants, Pizza",Pittsburgh,11:0-21:0,11:0-21:0,12:0-21:0,12:0-20:0,11:0-21:0,11:0-21:0,11:0-21:0,1,40.441176,-80.0352268,Nikki's Pizza & Gyro,West End,15220,8,4.0,PA
1014 Fifth Ave,,,full_bar,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,True,True,False,True,True,False,,,,True,False,,,,,,,,,False,,False,False,False,False,False,True,False,False,,,,,,,,,True,True,False,False,False,False,False,False,False,average,,True,casual,,False,True,2.0,False,True,True,no,True,free,0EcCWB9_VxTOoAh_1Wr_RQ,"American (New), Restaurants, Bars, Sports Bars, Food, Nightlife",Pittsburgh,11:0-0:0,11:0-22:0,11:0-0:0,10:0-21:0,11:0-22:0,11:0-22:0,11:0-22:0,0,40.4387705,-79.9903134,Blue Line Grille,The Hill District,15219,78,3.0,PA
3715 Forbes Ave,,,none,False,False,False,False,False,False,False,False,False,,,,,,,,True,,True,False,False,True,False,False,,,,False,,,,,,,,,,,,,True,False,False,False,False,False,True,,,,,,,,,,False,,,,,,,,average,,False,casual,,True,True,1.0,False,False,True,,,no,jTlcLfsSDGnHcbjL1aD9Zw,"Restaurants, American (New), Pizza, Turkish, Middle Eastern",Pittsburgh,11:0-3:0,11:0-0:0,11:0-3:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,1,40.4414677,-79.9574362,Forbes Gyro,Oakland,15213,46,3.5,PA
6555 Library Rd,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,1.0,,,True,,,,dDW4Ou_cT1aBMA5JcRuCSQ,"Pizza, Restaurants",South Park,,,,,,,,1,40.2865208,-80.0228009,Ya Ya's Pizza,,15129,11,3.5,PA
233 Ctr Ave,,,none,True,False,False,False,False,False,False,False,False,,,,,,,,True,,False,False,False,True,False,False,,,,False,,,,,,,,,,,False,,True,True,True,False,False,False,True,,,,,,,,,,True,,,,,,,,average,,False,casual,,False,True,1.0,False,True,True,,,no,yrQyg1Ap8EyxQ1ulu3QStg,"Restaurants, American (Traditional), Diners, Burgers",Emsworth,7:0-13:30,,7:0-13:0,8:0-13:0,7:0-13:30,7:0-13:30,7:0-13:30,1,40.5131271,-80.0988166,Chev & Rachel's Family Diner,Emsworth,15202,31,4.5,PA
961 Liberty Ave,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,casual,,,False,,False,True,,,,,KSw3FAh5d5Q3PdFO1Gevmw,"Fast Food, Restaurants, Diners",Pittsburgh,,,,,,,,0,40.4437364,-79.9958916,Steel City Diner,Downtown,15289,5,3.0,PA
422 Foreland St,,,full_bar,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,False,,,,True,False,,,,,,,,,False,,True,False,False,False,False,True,False,False,,,,,,,,,True,True,False,False,False,False,True,False,False,average,,False,casual,,False,True,2.0,True,True,True,no,,free,74gDxr6rs_8tUTcS1vkr0Q,"Nightlife, Bars, Jazz & Blues, Restaurants, American (New), Arts & Entertainment, Gastropubs, Speakeasies",Pittsburgh,11:0-1:0,,11:0-1:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,0,40.4544265,-80.0010731,James Street Gastropub & Speakeasy,North Side,15212,217,3.5,PA
3612 William Flynn Hwy,,,none,False,False,False,False,False,False,False,False,False,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,,,,,,,,,,False,,,,,,,,quiet,,False,casual,,False,True,2.0,False,False,True,,,,I5TgzHGJI3jvJq6xdauLPA,"Bakeries, Custom Cakes, Food, Desserts, Restaurants",Allison Park,10:0-16:0,0:0-0:0,10:0-14:0,0:0-0:0,10:0-16:0,10:0-16:0,10:0-16:0,0,40.5545321,-79.958021,Perfect Pastry,,15101,9,3.5,PA
1049 Pennsbury Blvd,,,,,,,,,,,,,,,,,,,,False,,True,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,False,False,False,,,,,,,,,True,True,,,,,,,,,,False,casual,,False,True,1.0,False,,True,,,,xcjEnqXQU4a6FfomtQR9tQ,"Bars, Restaurants, Pubs, Nightlife, American (New)",Pittsburgh,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,1,40.4285052,-80.1021058,Pennsbury Pub & Grill,,15205,19,3.5,PA
413 Grant Ave,,,,False,False,False,False,False,False,False,False,False,,,,,,,,False,,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,False,casual,,True,True,1.0,,,True,,,,gURBE4EKkytlOMuIqJHG8Q,"Pizza, Restaurants",Pittsburgh,11:0-23:0,11:0-22:0,11:0-23:0,12:0-21:0,11:0-22:0,11:0-22:0,11:0-22:0,0,40.4800728,-79.9736998,Anthony's Pizza,,15209,5,4.0,PA
3805 Willow Ave,,,none,True,False,False,False,False,False,False,False,False,,,,,,,,True,,True,False,False,True,False,False,,,,True,,,,,,,,,,,,,True,False,False,False,True,False,True,,,,,,,,,,False,,,,,,,,average,,False,casual,,True,True,1.0,False,True,True,,,no,rrysQBMgpCqhDZuM34vvwg,"Restaurants, Pizza",Pittsburgh,11:30-22:0,,11:30-22:0,12:0-20:0,11:30-21:0,11:30-21:0,11:30-21:0,1,40.3658059,-80.0251276,Santoro's Pizzeria Italiana,,15234,50,4.0,PA
119 N Sheridan Ave,,,none,False,False,False,False,False,False,False,False,False,,,,,,,,True,,True,False,False,False,False,False,,,,False,,,,,,,,,,,,,True,False,False,False,True,True,True,,,,,,,,,,False,,,,,,,,,,False,casual,,True,False,1.0,False,False,True,,,no,3nDxqHvf7L5AdEAAeMaQAg,"Restaurants, Chicken Wings, Sandwiches, Pizza",Pittsburgh,10:30-3:0,10:30-3:0,10:30-3:0,10:30-3:0,10:30-3:0,10:30-3:0,10:30-3:0,1,40.47201891,-79.91477329,Domino's Pizza,Highland Park,15206,45,2.0,PA
231 E Main St,,,none,,,,,,,,,,,,,,,,,False,False,True,,,,,,,,,True,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,True,,,True,False,,False,False,True,,True,no,rHSOhNuRXJypsHKoe1ZjCg,"Italian, Restaurants, Mediterranean, Pizza",Carnegie,10:0-0:0,11:0-22:0,11:0-23:0,12:0-22:0,10:0-23:0,11:0-22:0,10:0-22:0,1,40.4088392,-80.0849234,Porto Fino Pizzaria & Gyro,Carnegie,15106,13,1.5,PA
4556 William Penn Hwy,,,none,False,False,False,False,False,False,False,False,False,,,,,,,,False,,True,False,False,False,False,False,,,,False,,,,,,,,,,,,,True,False,False,False,True,False,False,,,,,,,,,,True,,,,,,,,loud,,False,casual,,False,True,2.0,True,True,True,,,no,E3mP15gcpSBys8PGeJsuvQ,"Italian, Seafood, Restaurants",Murrysville,17:0-22:0,,17:0-22:0,,17:0-22:0,17:0-22:0,17:0-22:0,1,40.426156,-79.671253,Buon Cibo,,15668,31,4.0,PA
4060 Brownsvile Rd,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,False,,,,,,,,,,,casual,,True,True,1.0,False,,True,,,,G-OMrmKRaSumc73LaSbhPA,"Chinese, Restaurants",Brentwood,,,,,,,,1,40.3663847,-79.9813751,China Wok,,15227,8,3.0,PA
615 Washington Rd,,,none,True,False,False,False,False,False,False,False,False,,,,,,,,True,False,True,True,False,True,False,False,,,,True,,,,,,,,,,False,,,True,False,False,False,False,False,True,,,,,,,,,,True,,,,,,,,quiet,,False,casual,,False,True,1.0,False,False,True,,True,free,Een2yret0IwJUpHLwcxtRg,"Italian, Food, Cafes, Pizza, Desserts, Sicilian, Restaurants",Pittsburgh,7:0-21:0,7:0-15:0,10:0-15:0,,7:0-21:0,7:0-17:0,7:0-17:0,1,40.382363,-80.043744,Arancini House,,15228,57,4.5,PA
2138 Murray Ave,,,full_bar,True,False,False,False,False,False,False,False,False,,,,,,,,True,,True,False,False,True,False,False,,,,True,,,,,,,,,,,,,True,False,False,False,True,False,True,,,,,,,,,,False,,,,,,,,quiet,,False,casual,False,True,True,2.0,True,True,True,,True,no,hwe7f0QthkND-H4Ekg37qw,"Restaurants, Asian Fusion, Chinese",Pittsburgh,11:0-22:30,11:0-21:30,11:0-22:30,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30,1,40.4326061,-79.9233686,New Dumpling And Sushi House,Squirrel Hill,15217,73,3.0,PA
5819 Forbes Ave,,,none,True,False,False,False,False,False,False,False,False,,,,,,,,True,,True,False,False,True,False,False,,,,True,,,,,,,,,,,,,True,False,False,True,True,False,False,,,,,,,,,,False,,,,,,,,average,,,casual,,,True,2.0,,True,,,,no,aSb4vkaMh7K2lHhnV2UIag,"Turkish, Halal, Mediterranean, Restaurants",Pittsburgh,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,1,40.438175,-79.922191,Turkish Kebab House,Squirrel Hill,15217,124,4.5,PA
4032 William Penn Hwy,,,none,False,False,False,False,False,False,False,False,False,,,,,,,,True,,True,False,False,False,False,False,,,,False,,,,,,,,,,,True,,True,False,False,False,False,False,False,,,,,,,,,,False,,,,,,,,average,,False,casual,,False,True,1.0,False,False,True,,,free,EUgHFeAvock2Ut3iWPlG8Q,"Fast Food, Restaurants, Tex-Mex, Mexican",Monroeville,6:0-4:0,6:0-3:0,6:0-4:0,6:0-3:0,6:0-3:0,6:0-3:0,6:0-3:0,1,40.43843197,-79.76794162,Taco Bell,,15146,12,2.5,PA
3316 Main St,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,1.0,,,,,,,wFLt8DNjXITHusXlyBCAOQ,"Restaurants, Pizza",Munhall,11:0-23:0,11:0-22:0,11:0-23:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,0,40.3869802,-79.9024551,Binali Pizza,,15120,8,2.0,PA
142 West Bridge St,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,False,,,,,,,,,,,casual,,,,,,,,,,,EaJefde5yMAMKmQ_P3Kr9w,"Restaurants, Thai",Homestead,,,,,,,,0,40.4068308,-79.9169688,The Green Mango Thai Cafe,Homestead,15120,3,3.0,PA
164 Fort Couch Rd,,,full_bar,True,False,False,False,False,False,False,False,False,,,,,,,,True,False,True,False,True,False,False,False,,,,True,False,,,,,,,,,False,,False,True,False,False,False,False,False,False,,,,,,,,,True,True,False,False,False,False,False,False,False,average,,False,casual,,False,True,2.0,True,True,True,outdoor,True,free,wdTcd7edB9g-zEP6YWBP2A,"Breakfast & Brunch, Nightlife, Restaurants, American (New), Bars",Pittsburgh,6:30-0:0,16:30-22:0,6:30-0:0,16:30-22:0,16:30-22:15,16:30-22:0,16:30-22:0,1,40.3457129,-80.0527862,Gather Restaurant & Bar,,15241,4,2.0,PA
5499 William Flynn Hwy,,,full_bar,False,False,False,False,False,False,False,False,False,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,False,,,,,3.0,True,,,,,,72Q-Gu4rye0kEMWuw7P2oQ,"Restaurants, American (New)",Gibsonia,,,,,,,,0,40.625265,-79.9423668,Cala Lily Cafe,,15044,7,4.0,PA
7301 Saltsburg Rd,,,beer_and_wine,False,False,False,False,False,False,False,False,False,,,,,,,,,,True,,,,,,,,,False,,,,,,,,,,,,,True,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,False,casual,,True,False,2.0,False,,True,,False,,ZXqiETQpe--0ufUW9B1xCA,"Pizza, Chicken Wings, Italian, Restaurants",Penn Hills,,,,,,,,1,40.4773799,-79.7875682,Pizza Hut,,15235,4,2.5,PA
1105 Franklin Ave,,,,,,,,,,,,,,,,,,,,False,,True,False,True,False,False,False,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,,,,,,,,,,False,,,,,,,,,,,,,False,,1.0,,,False,,,,YV2-i3g657ZP-vDER2dv7w,"Sandwiches, Food, Delis, Grocery, Restaurants",Wilkinsburg,7:0-0:0,7:0-0:0,7:0-0:0,7:0-0:0,7:0-0:0,7:0-0:0,7:0-0:0,1,40.439089,-79.878795,Hanini's Market,,15221,9,4.5,PA
3942 William Penn Hwy,,,beer_and_wine,False,False,True,False,False,False,False,False,False,,,,,,,,True,,True,False,True,False,False,False,,,,True,,,,,,,,,,,,,True,False,False,False,False,False,True,,,,,,,,,,False,,,,,,,,quiet,,False,casual,,False,False,1.0,False,False,True,,,no,YTyAiyMYjJrsLqf8ErsRzg,"Food, Beer, Wine & Spirits, Restaurants, Pizza, Sandwiches",Monroeville,9:0-0:0,9:0-23:0,9:0-0:0,10:0-23:0,9:0-23:0,9:0-23:0,9:0-23:0,1,40.4376316,-79.7758839,Rudy's Subs,,15146,33,3.5,PA
"4607 Library Rd, Ste 230",,,full_bar,False,False,False,False,False,False,False,False,False,,,,,,,,True,False,True,False,True,True,False,False,,,,True,False,,,,,,,,,False,,False,True,False,False,False,False,False,True,,,,,,,,,True,True,False,False,False,False,False,False,False,average,,True,casual,,False,True,2.0,True,True,True,,True,free,NdQzxU4hHk25mUoltnw4wg,"Bars, Seafood, Nightlife, Restaurants, Cocktail Bars, American (Traditional), American (New)",Bethel Park,11:30-0:0,11:30-23:0,11:30-0:0,10:30-22:0,11:30-23:0,11:30-23:0,11:30-23:0,1,40.3500056,-80.0224344,Vilka Bistro,,15102,34,4.0,PA
1000 Ross Park Mall Dr,,,none,False,False,False,False,False,False,False,False,False,,,,,,,,False,,True,False,False,False,False,False,,,,False,,,,,,,,,,,,,True,False,False,False,False,False,False,,,,,,,,,,False,,,,,,,,loud,,False,casual,,False,True,1.0,False,False,True,,,no,2-_UPP_gKEsx2F8BXZf-PA,"Restaurants, Sandwiches",Pittsburgh,,,,,,,,1,40.5428252,-80.0075487,Charleys Grilled Subs,,15237,6,1.5,PA
4131 Brownsville Rd,,,none,True,False,False,False,False,False,False,False,False,,,,,,,,True,False,True,False,False,True,False,False,,,,True,,,,,,,,,,True,,,True,True,True,False,False,False,True,,,,,,,,,,True,,,,,,,,average,,True,casual,,False,True,2.0,True,True,True,,True,no,mIVfDS47YwXjDjXVxAoZVg,"American (New), Restaurants",Brentwood,7:0-15:0,7:0-15:0,7:0-15:0,8:0-14:0,7:0-15:0,7:0-15:0,7:0-15:0,1,40.3656776,-79.9818954,The Crack'd Egg,,15227,75,4.5,PA
299 Lincoln Hwy,,,none,False,False,False,False,False,False,False,False,False,,,,,,,,False,,True,False,True,False,False,False,,,,False,,,,,,,,,,False,,,True,False,False,False,False,False,False,,,,,,,,,,True,,,,,,,,average,,False,casual,,False,True,2.0,False,True,True,,True,no,cTYEiHz8AEOpiwzDY9ngWQ,"Restaurants, Diners, Breakfast & Brunch, American (Traditional), Buffets",North Versailles,6:0-23:0,6:0-23:0,6:0-23:0,6:0-23:0,6:0-23:0,6:0-23:0,6:0-23:0,1,40.38520161,-79.8244071,Eat'n Park,,15137,5,3.0,PA
500 Pine Hollow Rd,,,,False,False,False,False,False,False,False,False,False,,,,,,,,True,,True,,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,False,casual,,False,True,2.0,False,,True,,,no,GmvfPkjxhonLSaPgfNGhPw,"Diners, Restaurants, Donuts, Coffee & Tea, Food, Sandwiches",McKees Rocks,6:0-14:0,6:0-14:0,6:0-14:0,6:0-14:0,6:0-14:0,6:0-14:0,6:0-14:0,1,40.4738569,-80.0967695,Bob's Donut Shop,,15136,22,4.5,PA
3448 William Penn Hwy,,,full_bar,True,False,False,False,False,False,False,False,False,,,,,,,,True,,True,False,True,False,False,False,,,,False,,,,,,,,,,,,,True,False,False,False,True,False,True,,,,,,,,,,True,,,,,,,,average,,False,casual,,False,True,2.0,False,True,True,,,no,s36Rk0jd78z75LaqifnU3Q,"Restaurants, Mexican",Pittsburgh,11:0-22:0,11:0-21:0,11:0-22:0,12:0-20:0,11:0-21:0,11:0-21:0,11:0-21:0,1,40.429105,-79.810933,Rey Azteca,,15235,83,4.0,PA
630 Washington Rd,,,beer_and_wine,True,False,False,False,False,False,False,False,False,,,,,,,,True,,True,False,False,True,False,False,,,,True,,,,,,,,,,False,,,True,False,False,True,True,False,True,,,,,,,,,,False,,,,,,,,average,,True,casual,,False,True,2.0,False,True,True,,True,no,8edTRAKWTzd0B_sfb8ekeQ,"Middle Eastern, Vegetarian, Vegan, Restaurants, Mediterranean",Pittsburgh,11:0-22:0,11:0-22:0,11:0-22:0,11:0-21:30,11:0-22:0,11:0-22:0,11:0-22:0,1,40.38189826,-80.04428852,Aladdin's Eatery,,15228,111,4.0,PA
24 Market Sq,,,full_bar,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,True,casual,,False,True,3.0,True,True,,,,,LCNc4r6LvVs-JBmfQYAqbw,"Restaurants, American (Traditional)",Pittsburgh,,,,,,,,0,40.441207,-80.0031108,1902 Tavern,Downtown,15222,7,2.5,PA
1360 Rte 51 S,,,beer_and_wine,False,False,False,False,False,False,False,False,False,,,,,,,,True,False,True,False,True,False,False,False,,,,True,,,,,,,,,,False,,,True,False,False,False,False,False,False,,,,,,,,,,True,,,,,,,,average,,False,casual,,True,True,2.0,False,True,True,,True,free,qgeoNhlcNPiJ0Aw4RShdGw,"American (Traditional), Restaurants",Jefferson Hills,6:0-16:0,6:0-16:0,6:0-16:0,6:0-16:0,6:0-16:0,6:0-16:0,6:0-16:0,1,40.304809,-79.9337153,Blue Flame Restaurant,,15025,10,3.0,PA
950 Pittsburgh St,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a_J54DOnr3lv6rWRLYGj4Q,"Restaurants, Food, Food Delivery Services, Pizza",Springdale,11:0-22:0,11:0-21:0,11:0-22:0,12:0-21:0,11:0-22:0,11:0-21:0,11:0-21:0,1,40.54164867,-79.77598923,Pittsburgh Pizza & Subs,,15144,7,4.0,PA
4800 Baum Blvd,,,none,True,False,False,False,False,False,False,False,False,,,,,,,,True,,True,False,True,False,False,False,,,,True,,,,,,,,,,,False,,True,False,False,False,True,False,True,,,,,,,,,,False,,,,,,,,average,,True,casual,,False,True,1.0,False,False,True,,True,no,dCPyV8XCEyE7pyUgzOCDKA,"Restaurants, Mexican, Fast Food",Pittsburgh,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,1,40.4542097,-79.9474469,Chipotle Mexican Grill,Bloomfield,15213,48,3.5,PA
5491 Penn Ave,,,full_bar,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,,True,False,False,True,False,False,,,,,False,,,,,,,,,,,False,True,False,False,False,True,False,True,,,,,,,,,True,True,True,False,False,False,False,False,False,very_loud,,True,casual,,False,True,2.0,False,True,True,outdoor,,free,09pf_DnQV5Y5y2reoIPXlw,"Nightlife, Sports Bars, Sandwiches, American (New), Bars, Restaurants",Pittsburgh,11:0-2:0,11:0-0:0,11:0-2:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,1,40.46445,-79.9325713,Primanti Bros,Garfield,15206,28,3.5,PA
1815 Mckees Rocks Rd,,,none,False,False,False,False,False,False,False,False,False,,,,,,,,True,,True,False,False,False,False,False,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,,,,,,,,,,False,,,,,,,,quiet,,False,casual,,False,True,1.0,False,True,True,,,no,gsgiyjbBs6hWfxQ4rFeEYA,"Breakfast & Brunch, Restaurants, Diners",McKees Rocks,6:30-14:0,6:30-14:0,6:30-14:0,6:30-14:0,6:30-14:0,6:30-14:0,6:30-14:0,1,40.4688051,-80.098048,Bob's Diner,,15136,29,3.5,PA
133 S Highland Ave,,,full_bar,True,False,False,False,False,False,False,False,False,,,,,,,,True,,True,False,False,True,False,False,,,,True,,,,,,,,,,,,,True,False,False,False,True,False,False,,,,,,,,,,True,,,,,,,,average,,False,casual,,False,True,2.0,True,True,True,,,free,pGwfOqNEL8FbMUFspJdAMA,"Restaurants, Mexican",Pittsburgh,11:0-22:30,11:0-22:0,12:0-22:30,12:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,1,40.460303,-79.9249675,Patron Mexican Grill,East Liberty,15206,115,3.5,PA
1901 Lincoln Hwy,,,none,False,False,False,False,False,False,False,False,False,,,,,,,,False,,True,False,False,False,False,False,,,,False,,,,,,,,,,,True,,True,False,False,False,False,False,False,,,,,,,,,,False,,,,,,,,average,,False,casual,,False,True,1.0,False,False,True,,,no,E7TOyAtKL06CJp8SSM9WXg,"Fast Food, Australian, Restaurants, Burgers",North Versailles,6:0-0:0,6:0-0:0,6:0-0:0,7:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,1,40.36786376,-79.77887543,Burger King,,15137,8,2.0,PA
12 Smithfield St,,,none,False,False,True,False,False,False,False,False,False,,,,,,,,True,,True,False,False,True,False,False,,,,,,,,,,,,,,,,,True,False,False,False,False,False,True,,,,,,,,,,False,,,,,,,,loud,,False,casual,,False,True,1.0,False,False,True,,True,no,FKQUxOfW_W5R4OTut4G1Vw,"Sandwiches, Restaurants",Pittsburgh,10:0-16:0,10:0-16:0,,,10:0-16:0,10:0-16:0,10:0-16:0,1,40.436969,-80.0004543,Peppi's,Downtown,15222,36,4.0,PA
545 Beaver St,,,full_bar,False,False,False,False,False,False,False,True,False,,,,,,,,False,False,True,False,False,True,False,False,,,,False,,,,,,,,,,False,,,False,False,False,False,False,False,False,,,,,,,,,,False,,,,,,,,average,,True,casual,,False,False,3.0,True,True,False,,True,no,7MltaA4C_wYJ72JHCOS4zQ,"Restaurants, Cafes, Food, Specialty Food, Sandwiches, American (New), Chocolatiers & Shops, Coffee & Tea, Breakfast & Brunch, American (Traditional), French",Sewickley,17:0-22:0,,17:0-22:0,,17:0-21:0,17:0-21:0,17:0-21:0,1,40.539415,-80.179097,Cocothe,Sewickley,15143,35,4.5,PA
